Diseases,Temperature,Weather,Region_Type,Air_Quality,Water_Quality,Humidity,time_delay,Risk_percent
Paralysis (brain hemorrhage),2,30,15,3,1,1,30,30
Jaundice,1,25,2,2,3,2,29,22
Malaria,2,21,8,3,1,1,28,77
Chicken pox,3,29,5,1,3,2,30,31
Dengue,1,22,17,2,1,3,29,95
Typhoid,3,27,5,1,3,1,28,31
hepatitis A,2,24,20,2,1,3,30,40
Hepatitis B,1,27,14,1,2,2,28,28
Hepatitis C,2,29,13,2,3,3,30,29
Hepatitis D,1,27,6,3,2,1,28,22
Hepatitis E,3,29,8,2,1,2,29,36
Alcoholic hepatitis,2,20,10,3,2,3,28,29
Tuberculosis,1,28,6,1,3,2,29,26
Common Cold,3,30,12,3,2,3,30,7
Pneumonia,2,27,1,1,3,1,29,28
Dimorphic hemmorhoids(piles),3,23,3,2,1,2,30,36
Heart attack,1,30,6,3,2,1,29,22
Varicose veins,3,22,2,1,3,2,28,31
Hypothyroidism,2,28,1,3,2,3,30,29
Hyperthyroidism,3,30,4,1,1,1,28,43
Hypoglycemia,2,20,9,2,3,3,29,29
Osteoarthristis,1,21,8,1,1,2,30,36
Arthritis,2,26,9,3,3,1,29,22
(vertigo) Paroymsal  Positional Vertigo,1,29,11,2,1,2,28,30
Acne,2,22,17,3,3,1,30,22
Urinary tract infection,3,30,1,1,2,2,28,34
Psoriasis,2,24,19,3,3,1,29,22
Impetigo,1,28,15,2,2,2,30,24
Fungal infection,2,20,3,1,1,1,29,20
Allergy,3,23,15,2,3,3,30,31
GERD,2,29,16,3,2,2,28,24
Chronic cholestasis,1,30,4,1,1,1,30,36
Drug Reaction,2,21,3,3,2,2,29,24
Peptic ulcer diseae,3,20,8,2,3,1,28,26
AIDS,2,22,11,3,2,3,30,29
Diabetes ,3,29,1,2,1,2,28,36
Gastroenteritis,1,24,12,1,2,1,29,28
Bronchial Asthma,2,20,8,3,3,2,28,22
Hypertension ,3,30,15,1,1,1,30,43
Migraine,2,22,10,2,3,3,29,29
Cervical spondylosis,1,26,18,1,2,1,30,28
Paralysis (brain hemorrhage),2,29,16,2,3,2,28,24
Jaundice,1,25,8,1,2,3,30,34
Malaria,3,26,2,2,1,1,29,92
Chicken pox,1,22,13,3,2,2,30,22
Dengue,2,23,1,1,3,3,28,94
Typhoid,3,27,9,3,1,2,30,33
hepatitis A,1,21,15,1,2,3,28,34
Hepatitis B,2,27,2,3,1,1,30,30
Hepatitis C,3,26,12,2,2,2,28,29
Hepatitis D,1,20,13,3,3,1,30,20
Hepatitis E,2,22,5,1,1,2,29,40
Alcoholic hepatitis,1,25,2,2,2,1,30,24
Tuberculosis,2,28,4,3,1,2,28,30
Common Cold,1,23,18,1,2,1,30,7
Pneumonia,2,24,14,3,3,3,28,26
Dimorphic hemmorhoids(piles),3,22,2,1,1,1,30,43
Heart attack,2,28,7,2,2,2,28,26
Varicose veins,3,30,2,1,3,3,30,37
Hypothyroidism,1,26,8,2,1,1,29,30
Hyperthyroidism,2,27,11,3,2,3,30,29
Hypoglycemia,1,30,4,2,1,2,28,30
Osteoarthristis,3,20,7,1,2,1,30,34
Arthritis,1,27,3,3,1,3,28,33
(vertigo) Paroymsal  Positional Vertigo,2,30,2,1,3,2,30,28
Acne,3,22,9,3,1,3,28,40
Urinary tract infection,1,20,10,1,3,2,30,26
Psoriasis,3,24,5,2,1,3,29,44
Impetigo,1,23,3,3,2,2,30,22
Fungal infection,2,27,11,1,3,3,29,17
Allergy,1,26,13,2,2,1,30,24
GERD,2,29,17,1,1,3,28,48
Chronic cholestasis,1,26,3,3,3,1,29,20
Drug Reaction,2,22,12,1,1,3,30,48
Peptic ulcer diseae,1,20,8,3,2,2,28,22
AIDS,3,29,14,1,3,1,30,31
Diabetes ,2,20,2,2,1,2,29,33
Gastroenteritis,1,25,18,3,2,3,28,26
Bronchial Asthma,3,23,11,1,3,1,29,31
Hypertension ,1,28,9,3,2,2,28,22
Migraine,3,25,6,1,3,3,30,37
Cervical spondylosis,1,30,2,3,2,2,29,22
Paralysis (brain hemorrhage),3,26,13,1,3,1,28,31
Jaundice,1,20,6,2,2,2,29,24
Malaria,2,30,18,3,3,1,28,55
Chicken pox,3,23,19,1,2,3,30,41
Dengue,1,30,14,3,3,2,28,55
Typhoid,2,27,17,2,2,1,29,26
hepatitis A,1,23,11,3,3,2,28,20
Hepatitis B,3,26,13,2,2,3,29,34
Hepatitis C,1,27,17,3,3,2,30,20
Hepatitis D,2,29,16,2,1,1,29,33
Hepatitis E,3,26,7,3,3,2,30,24
Alcoholic hepatitis,2,30,20,1,2,1,29,31
Tuberculosis,1,26,4,2,3,3,28,26
Common Cold,3,28,17,1,2,2,29,8
Pneumonia,1,30,2,3,1,3,30,33
Dimorphic hemmorhoids(piles),3,23,17,1,3,2,29,31
Heart attack,2,22,8,3,1,3,28,36
Varicose veins,1,24,2,1,2,1,30,28
Hypothyroidism,2,26,12,2,3,2,29,24
Hyperthyroidism,3,24,3,1,2,1,30,34
Hypoglycemia,2,20,15,3,1,2,28,30
Osteoarthristis,1,24,7,1,2,1,29,28
Arthritis,2,29,8,2,1,2,30,33
(vertigo) Paroymsal  Positional Vertigo,1,30,3,3,3,3,28,24
Acne,2,28,12,1,1,2,30,40
Urinary tract infection,3,24,2,3,3,1,28,24
Psoriasis,1,30,20,2,1,3,30,36
Impetigo,3,26,16,3,2,2,28,26
Fungal infection,2,21,4,1,1,3,30,24
Allergy,3,26,5,2,2,1,28,29
GERD,1,27,1,3,1,2,30,28
Chronic cholestasis,2,25,14,1,3,3,29,34
Drug Reaction,1,24,7,2,1,2,28,30
Peptic ulcer diseae,3,20,20,1,3,1,29,31
AIDS,2,27,9,2,1,3,28,40
Diabetes ,1,25,4,3,2,1,30,22
Gastroenteritis,3,27,6,1,3,2,29,31
Bronchial Asthma,1,22,2,2,1,3,28,36
Hypertension ,2,20,11,1,2,1,29,31
Migraine,1,27,1,3,1,3,30,33
Cervical spondylosis,2,28,10,2,3,2,29,24
Paralysis (brain hemorrhage),3,20,14,1,2,1,28,34
Jaundice,2,26,16,3,3,2,30,22
Malaria,3,23,18,2,1,3,28,95
Chicken pox,1,29,15,3,3,1,30,20
Dengue,2,20,11,2,2,3,28,87
Typhoid,3,21,13,1,3,1,30,31
hepatitis A,2,22,7,3,2,2,29,24
Hepatitis B,3,21,16,2,3,3,30,31
Hepatitis C,1,28,3,1,2,2,29,28
Hepatitis D,2,23,14,3,1,1,28,30
Hepatitis E,3,29,8,2,2,3,30,34
Alcoholic hepatitis,2,30,18,3,3,1,29,22
Tuberculosis,1,25,5,1,1,3,30,43
Common Cold,2,24,16,3,3,1,28,5
Pneumonia,3,28,3,2,2,2,29,29
Dimorphic hemmorhoids(piles),1,21,8,1,3,1,28,26
Heart attack,2,23,7,2,2,2,30,26
Varicose veins,1,24,6,3,3,3,29,24
Hypothyroidism,3,28,8,1,2,1,28,34
Hyperthyroidism,1,22,5,2,1,3,29,36
Hypoglycemia,2,24,8,1,3,2,28,28
Osteoarthristis,3,21,9,2,1,3,29,44
Arthritis,2,30,20,3,2,1,30,24
(vertigo) Paroymsal  Positional Vertigo,3,21,19,1,3,3,29,37
Acne,1,22,2,2,2,1,30,24
Urinary tract infection,3,20,8,3,1,2,29,33
Psoriasis,2,25,2,1,3,1,28,28
Impetigo,3,26,8,2,1,2,30,36
Fungal infection,1,23,17,3,3,3,28,12
Allergy,3,22,14,2,1,1,29,36
GERD,2,21,19,3,2,3,30,29
Chronic cholestasis,1,29,5,1,1,2,29,36
Drug Reaction,3,30,12,2,3,1,28,26
Peptic ulcer diseae,2,29,18,1,1,3,30,48
AIDS,3,27,1,2,3,2,29,26
Diabetes ,2,21,14,1,1,1,28,40
Gastroenteritis,3,22,13,2,3,3,30,31
Bronchial Asthma,2,21,9,3,2,1,28,24
Hypertension ,1,29,6,1,3,2,30,26
Migraine,2,22,3,2,2,1,29,26
Cervical spondylosis,1,26,9,1,3,3,28,31
Paralysis (brain hemorrhage),3,22,19,3,2,1,30,26
Jaundice,1,24,8,2,1,3,28,36
Malaria,3,28,1,3,2,1,29,66
Chicken pox,1,24,16,1,1,3,28,43
Dengue,3,27,10,2,2,2,30,79
Typhoid,2,26,4,1,1,3,28,48
hepatitis A,1,22,5,3,3,1,30,20
Hepatitis B,3,25,12,1,1,3,29,52
Hepatitis C,2,30,15,3,3,1,30,22
Hepatitis D,3,24,18,1,2,3,28,41
Hepatitis E,1,28,17,3,1,2,30,28
Alcoholic hepatitis,2,29,11,1,3,3,28,34
Tuberculosis,1,25,16,2,1,2,30,30
Common Cold,3,28,4,1,2,3,28,10
Pneumonia,1,27,14,3,1,1,29,28
Dimorphic hemmorhoids(piles),3,28,1,1,3,3,28,37
Heart attack,1,20,16,2,2,2,29,24
Varicose veins,2,27,9,1,1,1,30,40
Hypothyroidism,1,22,18,3,3,2,28,20
Hyperthyroidism,3,24,1,2,2,3,30,34
Hypoglycemia,1,22,15,3,1,2,28,28
Osteoarthristis,3,21,20,2,2,3,29,34
Arthritis,1,27,1,1,3,1,28,26
(vertigo) Paroymsal  Positional Vertigo,3,22,16,3,2,3,29,31
Acne,2,28,4,1,1,1,28,40
Urinary tract infection,3,23,16,3,3,3,30,28
Psoriasis,2,27,14,2,1,1,29,33
Impetigo,3,22,9,1,3,2,28,31
Fungal infection,2,20,2,3,2,3,29,14
Allergy,3,24,10,1,3,1,28,31
GERD,2,25,8,3,1,3,30,36
Chronic cholestasis,3,20,4,2,3,1,28,26
Drug Reaction,2,25,3,3,2,2,29,24
Peptic ulcer diseae,1,29,12,2,1,3,28,36
AIDS,2,22,7,1,2,2,30,31
Diabetes ,1,26,15,3,1,1,29,28
Gastroenteritis,2,29,17,1,3,3,28,34
Bronchial Asthma,1,27,1,3,1,1,30,28
Hypertension ,2,26,13,2,3,3,29,29
Migraine,1,22,2,3,2,2,28,22
Cervical spondylosis,3,20,5,2,3,3,30,31
Paralysis (brain hemorrhage),2,22,15,3,2,1,28,24
Jaundice,3,20,12,2,3,2,30,26
Malaria,2,28,16,1,1,3,28,95
Chicken pox,1,25,14,3,3,2,29,20
Dengue,2,20,7,2,1,3,28,95
Typhoid,3,24,17,3,3,2,29,24
hepatitis A,2,28,19,1,2,3,30,37
Hepatitis B,1,20,13,2,1,1,29,30
Hepatitis C,3,24,9,3,2,3,30,31
Hepatitis D,2,23,12,2,3,2,29,24
Hepatitis E,3,27,10,3,1,3,30,40
Alcoholic hepatitis,1,29,8,2,3,2,28,22
Tuberculosis,2,30,20,3,2,3,30,29
Common Cold,3,21,5,2,1,2,29,9
Pneumonia,2,29,15,3,2,1,28,24
Dimorphic hemmorhoids(piles),3,21,17,1,1,3,29,52
Heart attack,2,29,1,3,3,2,28,22
Varicose veins,1,28,18,2,1,1,29,30
Hypothyroidism,2,20,4,1,3,3,30,34
Hyperthyroidism,1,21,10,3,2,2,28,22
Hypoglycemia,3,20,18,1,3,1,30,31
Osteoarthristis,2,30,8,3,2,2,28,24
Arthritis,3,29,9,1,1,3,29,52
(vertigo) Paroymsal  Positional Vertigo,2,24,7,3,2,2,28,24
Acne,3,28,19,2,3,3,29,31
Urinary tract infection,1,22,10,3,2,1,30,22
Psoriasis,2,29,15,1,1,2,28,40
Impetigo,3,30,20,3,2,3,30,31
Fungal infection,1,28,16,1,1,1,28,18
Allergy,2,30,5,2,2,3,29,31
GERD,3,29,10,3,1,2,28,33
Chronic cholestasis,2,25,2,2,3,3,29,29
Drug Reaction,3,21,20,1,1,2,30,43
Peptic ulcer diseae,2,28,15,2,3,3,28,29
AIDS,3,20,6,1,2,1,30,34
Diabetes ,2,22,4,3,1,3,29,36
Gastroenteritis,1,27,11,1,2,2,28,28
Bronchial Asthma,3,30,14,2,3,3,30,31
Hypertension ,2,28,13,1,1,1,29,40
Migraine,3,20,8,2,3,2,30,26
Cervical spondylosis,2,28,4,1,2,1,29,31
Paralysis (brain hemorrhage),1,27,14,2,3,3,30,26
Jaundice,2,29,19,1,2,1,28,31
Malaria,1,27,8,3,1,2,30,70
Chicken pox,3,30,5,1,2,1,28,34
Dengue,2,26,3,2,3,3,29,79
Typhoid,1,30,7,3,1,2,28,28
hepatitis A,3,27,11,2,2,3,30,34
Hepatitis B,1,28,5,3,3,2,28,20
Hepatitis C,3,29,4,1,2,1,29,34
Hepatitis D,2,23,12,3,3,3,28,26
Hepatitis E,1,22,3,1,1,2,29,36
Alcoholic hepatitis,3,27,7,3,3,1,28,24
Tuberculosis,1,24,20,2,2,2,29,24
Common Cold,2,21,10,3,1,3,28,9
Pneumonia,3,24,1,2,2,1,30,29
Dimorphic hemmorhoids(piles),2,23,3,1,3,2,28,28
Heart attack,3,29,8,2,2,1,29,29
Varicose veins,1,24,17,1,3,3,28,31
Hypothyroidism,3,21,5,3,2,2,30,26
Hyperthyroidism,1,29,8,1,3,1,29,26
Hypoglycemia,3,21,4,2,2,2,30,29
Osteoarthristis,1,22,18,1,1,3,29,43
Arthritis,3,28,3,3,2,2,30,26
(vertigo) Paroymsal  Positional Vertigo,2,26,8,1,3,3,29,34
Acne,1,25,15,2,2,1,30,24
Urinary tract infection,2,24,7,1,1,3,29,48
Psoriasis,3,23,10,2,3,2,30,26
Impetigo,2,22,8,3,2,1,29,24
Fungal infection,3,28,6,2,3,3,30,15
Allergy,2,24,10,3,2,1,29,24
GERD,1,26,1,2,1,3,28,36
Chronic cholestasis,3,22,11,1,2,2,29,34
Drug Reaction,2,29,9,3,3,3,30,26
Peptic ulcer diseae,3,23,13,1,1,2,28,43
AIDS,2,27,20,2,2,3,29,31
Diabetes ,1,23,3,3,1,1,28,28
Gastroenteritis,3,29,7,1,3,2,30,31
Bronchial Asthma,2,25,14,3,1,3,28,36
Hypertension ,1,29,13,1,2,1,30,28
Migraine,2,27,15,3,3,2,29,22
Cervical spondylosis,3,24,16,2,2,1,30,29
Paralysis (brain hemorrhage),1,21,1,3,1,3,28,33
Jaundice,2,27,13,1,3,1,29,28
Malaria,1,20,5,3,2,3,28,66
Chicken pox,3,23,19,2,3,2,29,26
Dengue,2,29,14,1,1,1,30,95
Typhoid,1,26,16,2,3,2,28,22
hepatitis A,2,24,15,3,2,1,29,24
Hepatitis B,1,30,7,2,1,3,28,36
Hepatitis C,2,21,10,1,3,1,29,28
Hepatitis D,1,28,19,3,2,2,30,22
Hepatitis E,2,25,14,1,1,1,28,40
Alcoholic hepatitis,1,21,3,2,2,2,29,24
Tuberculosis,3,20,16,3,3,1,28,24
Common Cold,1,28,12,2,2,2,30,6
Pneumonia,2,21,7,3,1,1,28,30
Dimorphic hemmorhoids(piles),1,26,12,2,3,2,29,22
Heart attack,3,25,7,3,2,1,28,26
Varicose veins,1,30,16,2,3,3,29,26
Hypothyroidism,3,25,4,1,1,2,30,43
Hyperthyroidism,2,21,15,3,3,3,28,26
Hypoglycemia,1,24,8,2,2,1,30,24
Osteoarthristis,2,26,11,1,3,2,29,28
Arthritis,1,27,8,3,2,3,28,26
(vertigo) Paroymsal  Positional Vertigo,2,24,3,1,3,1,30,28
Acne,1,21,5,3,2,2,29,22
Urinary tract infection,3,23,17,2,1,3,30,44
Psoriasis,2,20,6,1,2,1,28,31
Impetigo,3,27,3,3,1,2,29,33
Fungal infection,1,24,20,2,2,1,28,12
Allergy,2,20,14,1,3,3,30,34
GERD,3,28,3,3,1,1,29,33
Chronic cholestasis,1,24,4,2,2,2,28,24
Drug Reaction,2,26,2,1,3,3,30,34
Peptic ulcer diseae,3,21,8,3,1,1,29,33
AIDS,1,24,9,1,3,3,30,31
Diabetes ,2,22,10,3,1,2,29,30
Gastroenteritis,1,25,5,2,2,3,30,29
Bronchial Asthma,3,30,16,3,1,1,29,33
Hypertension ,1,22,18,2,2,3,28,29
Migraine,2,25,12,1,1,1,30,40
Cervical spondylosis,3,26,4,2,3,3,28,31
Paralysis (brain hemorrhage),1,25,3,1,1,2,29,36
Jaundice,3,20,8,3,3,1,28,24
Malaria,1,25,3,2,2,2,29,60
Chicken pox,3,30,11,1,1,3,28,52
Dengue,2,20,7,2,2,1,29,73
Typhoid,1,30,9,3,1,3,28,33
hepatitis A,2,29,2,2,3,1,29,24
Hepatitis B,1,30,10,3,2,2,28,22
Hepatitis C,2,28,11,1,1,3,29,48
Hepatitis D,1,26,3,2,3,2,30,22
Hepatitis E,2,21,8,1,1,3,28,48
Alcoholic hepatitis,1,30,11,3,2,2,29,22
Tuberculosis,3,27,19,1,3,1,30,31
Common Cold,1,30,14,2,1,3,28,9
Pneumonia,2,20,3,1,3,1,29,28
Dimorphic hemmorhoids(piles),3,24,14,2,2,2,28,29
Heart attack,2,22,9,3,3,3,29,26
Varicose veins,3,20,17,2,1,2,28,36
Hypothyroidism,1,25,9,3,2,3,30,26
Hyperthyroidism,2,24,1,1,3,2,28,28
Hypoglycemia,3,28,15,3,1,1,29,33
Osteoarthristis,2,20,13,1,2,2,30,31
Arthritis,1,25,3,3,3,1,28,20
(vertigo) Paroymsal  Positional Vertigo,3,29,4,2,2,3,30,34
Acne,2,27,17,3,3,2,28,22
Urinary tract infection,1,20,7,1,2,1,30,28
Psoriasis,2,28,13,2,3,3,29,29
Impetigo,1,21,15,1,2,2,30,28
Fungal infection,3,24,2,2,3,1,28,13
Allergy,1,25,13,3,1,2,30,28
GERD,2,20,17,1,3,3,29,34
Chronic cholestasis,1,27,11,3,2,2,28,22
Drug Reaction,2,29,13,1,3,3,30,34
Peptic ulcer diseae,1,24,3,3,2,2,29,22
AIDS,2,26,9,2,1,3,28,40
Diabetes ,3,20,5,1,3,2,29,31
Gastroenteritis,2,24,1,2,2,1,30,26
Bronchial Asthma,3,21,8,3,3,3,28,28
Hypertension ,1,25,7,2,1,2,30,30
Migraine,3,29,9,1,2,1,28,34
Cervical spondylosis,1,24,14,3,1,2,30,28
Paralysis (brain hemorrhage),2,30,3,2,3,1,28,24
Jaundice,1,24,17,1,1,2,30,36
Malaria,3,28,16,2,3,1,29,66
Chicken pox,1,20,7,1,1,2,28,36
Dengue,2,25,4,2,3,1,29,66
Typhoid,3,21,8,1,2,2,28,34
hepatitis A,2,22,11,2,3,3,30,29
Hepatitis B,3,28,3,1,2,2,28,34
Hepatitis C,2,23,11,3,1,3,29,36
Hepatitis D,1,30,2,2,3,2,30,22
Hepatitis E,2,27,4,1,2,1,29,31
Alcoholic hepatitis,1,26,2,2,3,2,30,22
Tuberculosis,2,22,8,3,1,3,28,36
Common Cold,1,24,2,2,3,1,29,5
Pneumonia,3,28,1,3,2,2,30,26
Dimorphic hemmorhoids(piles),1,25,11,2,1,1,28,30
Heart attack,2,23,8,3,3,3,29,26
Varicose veins,1,24,4,1,2,2,28,28
Hypothyroidism,2,28,13,2,3,1,29,24
Hyperthyroidism,3,29,6,1,1,3,28,52
Hypoglycemia,1,23,7,2,2,1,30,24
Osteoarthristis,2,25,15,1,1,3,28,48
Arthritis,3,30,14,3,3,2,30,24
(vertigo) Paroymsal  Positional Vertigo,2,20,18,1,1,3,29,48
Acne,1,30,14,3,3,1,28,20
Urinary tract infection,3,25,8,1,1,2,29,43
Psoriasis,1,23,7,3,3,1,30,20
Impetigo,3,21,11,2,2,3,28,34
Fungal infection,1,22,9,3,3,1,30,10
Allergy,3,20,18,1,1,3,29,52
GERD,1,24,16,3,2,2,28,22
Chronic cholestasis,3,22,13,2,1,1,29,36
Drug Reaction,2,28,20,3,3,2,30,22
Peptic ulcer diseae,3,22,16,2,2,3,28,34
AIDS,1,20,18,3,1,1,29,28
Diabetes ,2,25,11,2,2,2,28,26
Gastroenteritis,3,30,17,3,3,3,29,28
Bronchial Asthma,1,28,10,2,2,2,28,24
Hypertension ,2,26,15,3,3,1,29,22
Migraine,1,21,5,2,1,3,30,36
Cervical spondylosis,3,22,14,1,2,1,29,34
Paralysis (brain hemorrhage),2,27,17,2,1,2,30,33
Jaundice,1,29,4,3,2,1,29,22
Malaria,3,28,8,1,1,3,28,95
Chicken pox,1,21,13,2,2,2,29,24
Dengue,3,22,18,3,1,1,28,92
Typhoid,2,30,2,2,2,2,30,26
hepatitis A,1,29,16,3,1,1,29,28
Hepatitis B,2,25,14,2,2,3,28,31
Hepatitis C,1,21,15,1,3,1,29,26
Hepatitis D,2,29,19,3,2,2,28,24
Hepatitis E,3,30,11,2,1,1,30,36
Alcoholic hepatitis,1,20,13,3,2,2,29,22
Tuberculosis,3,23,15,2,1,1,30,36
Common Cold,1,22,4,3,3,3,29,6
Pneumonia,3,27,1,2,2,1,28,29
Dimorphic hemmorhoids(piles),2,23,15,3,3,2,30,22
Heart attack,1,21,7,1,2,3,28,34
Varicose veins,2,28,12,3,1,2,30,30
Hypothyroidism,3,22,3,2,2,1,28,29
Hyperthyroidism,2,27,7,1,3,2,30,28
Hypoglycemia,1,30,16,3,2,1,29,22
Osteoarthristis,3,21,19,1,3,3,28,37
Arthritis,1,26,9,3,2,1,29,22
(vertigo) Paroymsal  Positional Vertigo,2,25,2,2,3,2,30,24
Acne,1,21,8,3,1,3,29,33
Urinary tract infection,2,20,15,1,3,2,28,28
Psoriasis,3,28,7,2,2,1,29,29
Impetigo,1,29,19,1,1,3,30,43
Fungal infection,2,22,12,2,2,2,29,13
Allergy,3,26,7,3,3,1,28,24
GERD,2,30,11,1,2,2,30,31
Chronic cholestasis,1,27,1,3,3,3,28,24
Drug Reaction,2,26,8,1,1,1,30,40
Peptic ulcer diseae,1,21,5,3,2,2,28,22
AIDS,3,29,16,1,1,3,30,52
Diabetes ,1,28,11,2,2,1,28,24
Gastroenteritis,3,27,2,1,3,3,30,37
Bronchial Asthma,2,21,20,2,2,2,28,26
Hypertension ,1,26,6,3,1,1,30,28
Migraine,2,27,2,2,2,2,28,26
Cervical spondylosis,1,23,10,3,3,3,30,24
Paralysis (brain hemorrhage),3,29,5,2,1,1,28,36
Jaundice,2,22,11,3,3,3,29,26
Malaria,1,24,16,2,2,1,30,60
Chicken pox,2,30,8,3,3,2,28,22
Dengue,1,27,12,1,2,1,29,78
Typhoid,2,29,9,2,1,2,30,33
hepatitis A,1,25,10,1,2,1,29,28
Hepatitis B,2,23,20,3,3,3,30,26
Hepatitis C,1,29,6,2,2,2,29,24
Hepatitis D,3,24,4,3,3,3,30,28
Hepatitis E,2,27,12,1,1,2,28,40
Alcoholic hepatitis,3,29,16,3,3,3,30,28
Tuberculosis,1,26,12,1,2,2,28,28
Common Cold,2,23,13,2,3,1,29,6
Pneumonia,3,30,6,3,1,2,30,33
Dimorphic hemmorhoids(piles),1,29,19,2,2,1,29,24
Heart attack,2,24,11,1,3,3,28,34
Varicose veins,3,20,10,2,1,1,30,36
Hypothyroidism,1,30,2,1,2,3,29,34
Hyperthyroidism,3,21,11,2,1,2,28,36
Hypoglycemia,2,22,3,3,2,3,30,29
Osteoarthristis,1,29,8,1,3,2,28,26
Arthritis,3,21,7,2,1,1,30,36
(vertigo) Paroymsal  Positional Vertigo,2,22,10,1,3,3,28,34
Acne,3,30,15,2,1,1,29,36
Urinary tract infection,2,29,19,3,2,3,28,29
Psoriasis,1,20,7,2,1,1,29,30
Impetigo,3,30,19,1,2,3,28,41
Fungal infection,2,25,17,2,3,2,30,12
Allergy,3,23,1,1,1,3,28,52
GERD,2,30,12,2,2,2,30,26
Chronic cholestasis,3,22,4,1,1,3,29,52
Drug Reaction,2,27,15,2,3,1,30,24
Peptic ulcer diseae,3,20,19,1,1,2,29,43
AIDS,2,24,9,2,3,3,30,29
Diabetes ,3,28,1,1,2,2,29,34
Gastroenteritis,1,21,10,3,1,1,30,28
Bronchial Asthma,3,28,5,1,2,2,28,34
Hypertension ,1,26,19,3,1,3,30,33
Migraine,2,20,1,1,2,2,29,31
Cervical spondylosis,1,23,20,2,1,3,28,36
Paralysis (brain hemorrhage),3,20,5,3,2,2,29,26
Jaundice,2,28,8,2,1,3,30,40
Malaria,1,22,17,3,3,2,29,50
Chicken pox,2,24,14,2,1,1,28,33
Dengue,1,29,20,3,3,2,30,55
Typhoid,2,24,19,2,1,3,28,40
hepatitis A,3,30,6,3,2,2,30,26
Hepatitis B,2,22,13,2,3,3,29,29
Hepatitis C,3,26,18,1,1,1,30,43
Hepatitis D,2,27,12,3,3,2,28,22
Hepatitis E,3,30,1,1,2,1,29,34
Alcoholic hepatitis,1,24,7,2,1,2,30,30
Tuberculosis,2,26,6,3,2,1,29,24
Common Cold,3,30,4,2,3,2,30,6
Pneumonia,2,20,8,1,1,1,29,40
Dimorphic hemmorhoids(piles),3,21,18,2,2,2,30,29
Heart attack,2,25,20,1,1,3,29,48
Varicose veins,1,22,17,3,3,2,28,20
Hypothyroidism,3,21,3,2,1,3,30,44
Hyperthyroidism,1,28,2,3,3,2,28,20
Hypoglycemia,3,23,3,2,2,1,30,29
Osteoarthristis,1,20,4,3,3,3,28,24
Arthritis,3,26,6,2,2,1,30,29
(vertigo) Paroymsal  Positional Vertigo,2,22,3,3,3,2,28,22
Acne,1,30,6,2,2,3,29,29
Urinary tract infection,2,27,11,3,3,2,28,22
Psoriasis,1,21,4,2,1,1,29,30
Impetigo,2,28,15,1,3,2,28,28
Fungal infection,1,29,8,3,2,3,29,13
Allergy,3,27,19,1,3,2,28,31
GERD,2,25,17,2,1,1,30,33
Chronic cholestasis,3,20,2,3,3,3,29,28
Drug Reaction,1,26,20,2,2,1,30,24
Peptic ulcer diseae,2,21,8,1,1,3,29,48
AIDS,3,26,18,2,2,2,30,29
Diabetes ,1,28,14,1,1,1,28,36
Gastroenteritis,2,30,19,3,2,2,29,24
Bronchial Asthma,1,29,1,2,3,3,30,26
Hypertension ,2,23,15,3,2,2,29,24
Migraine,3,21,17,2,1,3,28,44
Cervical spondylosis,1,24,3,3,3,1,30,20
Paralysis (brain hemorrhage),3,27,14,2,1,2,29,36
Jaundice,1,21,2,1,3,1,30,26
Malaria,3,24,9,2,2,3,28,87
Chicken pox,1,22,20,1,1,1,29,36
Dengue,3,29,14,2,2,2,30,79
Typhoid,2,26,5,1,1,1,28,40
hepatitis A,1,27,19,3,3,3,29,24
Hepatitis B,3,24,1,2,1,1,28,36
Hepatitis C,1,20,14,3,2,2,30,22
Hepatitis D,3,24,7,2,1,1,28,36
Hepatitis E,2,26,18,1,2,3,29,37
Alcoholic hepatitis,1,23,19,3,1,1,30,28
Tuberculosis,3,22,13,1,3,3,29,37
Common Cold,1,29,18,3,1,2,30,7
Pneumonia,2,25,15,2,2,1,28,26
Dimorphic hemmorhoids(piles),3,24,11,3,3,2,29,24
Heart attack,1,30,14,1,2,1,28,28
Varicose veins,2,24,5,2,1,2,29,33
Hypothyroidism,1,21,15,1,3,3,30,31
Hyperthyroidism,3,20,12,2,1,1,29,36
Hypoglycemia,1,27,11,1,2,3,28,34
Osteoarthristis,2,21,12,3,3,2,30,22
Arthritis,1,25,18,2,1,3,28,36
(vertigo) Paroymsal  Positional Vertigo,3,26,10,1,2,2,29,34
Acne,1,20,2,3,1,1,30,28
Urinary tract infection,2,30,4,1,3,2,28,28
Psoriasis,3,22,20,3,2,3,29,31
Impetigo,1,28,2,1,1,2,30,36
Fungal infection,3,21,3,2,3,1,28,13
Allergy,2,22,4,1,1,2,29,40
GERD,3,26,8,3,3,3,28,28
Chronic cholestasis,2,24,17,1,1,1,29,40
Drug Reaction,1,30,19,3,2,3,28,26
Peptic ulcer diseae,2,26,1,2,1,2,29,33
AIDS,1,21,12,1,3,3,28,31
Diabetes ,2,28,11,2,1,2,29,33
Gastroenteritis,1,26,15,3,2,1,28,22
Bronchial Asthma,2,25,2,2,1,3,30,40
Hypertension ,1,26,18,1,2,2,28,28
Migraine,2,24,3,3,3,3,29,26
Cervical spondylosis,3,30,13,1,2,2,30,34
Paralysis (brain hemorrhage),1,21,7,3,1,3,28,33
Jaundice,2,22,19,2,3,2,30,24
